Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Seats,Price,Brand,Series,Mileage (kmpl),Engine (CC),Power (bhp)
Ahmedabad,2012,50123,Diesel,Manual,First,5.0,1.9,Tata,Indigo,17.0,1405.0,70.0
Kochi,2012,57184,Petrol,Manual,First,5.0,3.09,Hyundai,i10,20.36,1197.0,78.9
Mumbai,2007,75000,Diesel,Automatic,Second,5.0,9.5,BMW,7,16.46,2993.0,258.0
Mumbai,2015,26000,Diesel,Automatic,First,5.0,12.65,Hyundai,Creta,17.01,1582.0,126.2
Delhi,2016,22129,Petrol,Manual,First,5.0,4.25,Hyundai,Grand,18.9,1197.0,82.0
Hyderabad,2011,127887,Diesel,Manual,First,5.0,2.95,Maruti,Ritz,21.1,1248.0,73.9
Hyderabad,2006,92000,Diesel,Manual,First,8.0,3.45,Mahindra,Scorpio,10.5,2179.0,120.0
Hyderabad,2011,60634,Petrol,Manual,First,5.0,3.3,Hyundai,i10,19.81,1086.0,68.05
Hyderabad,2014,90000,Diesel,Manual,First,7.0,8.0,Tata,Safari,14.0,2179.0,138.1
Kolkata,2009,59000,Petrol,Manual,First,5.0,2.71,Honda,Civic,13.5,1799.0,130.0
Hyderabad,2012,59293,Petrol,Manual,First,5.0,2.7,Maruti,Zen,18.2,998.0,67.1
Mumbai,2012,80753,Diesel,Manual,Second,5.0,4.5,Maruti,Swift,23.4,1248.0,74.0
Delhi,2015,40000,Diesel,Manual,Second,7.0,18.75,Toyota,Fortuner,13.0,2982.0,168.5
Pune,2014,103000,Diesel,Manual,Second,5.0,5.25,Maruti,Swift,28.4,1248.0,74.0
Hyderabad,2012,72389,LPG,Manual,First,5.0,3.2,Maruti,Wagon,26.2,998.0,58.2
Pune,2017,48000,Diesel,Manual,First,5.0,6.0,Maruti,Dzire,28.4,1248.0,73.75
Kolkata,2014,41000,Petrol,Manual,First,5.0,3.14,Hyundai,Grand,18.9,1197.0,82.0
Jaipur,2016,26000,Petrol,Manual,First,5.0,2.55,Renault,KWID,25.17,799.0,53.3
Jaipur,2012,30000,Petrol,Manual,Second,5.0,2.3,Tata,Indigo,15.64,1193.0,64.08
Hyderabad,2014,74624,Diesel,Manual,First,5.0,5.65,Ford,Figo,20.0,1399.0,68.05
Kochi,2015,47877,Diesel,Automatic,First,5.0,48.22,Porsche,Cayenne,15.15,2967.0,240.0
Jaipur,2016,35000,Petrol,Manual,First,5.0,3.0,Maruti,Alto,24.07,998.0,67.1
Ahmedabad,2015,52123,Diesel,Manual,First,5.0,7.5,Volkswagen,Vento,20.34,1498.0,103.2
Bangalore,2005,90000,Diesel,Manual,First,8.0,2.6,Mahindra,Scorpio,10.5,2179.0,120.0
Mumbai,2018,1400,Diesel,Automatic,First,5.0,61.25,BMW,X3,18.56,1995.0,190.0
Chennai,2009,122000,Petrol,Manual,Second,5.0,3.5,Honda,City,17.0,1497.0,118.0
Kochi,2016,21110,Petrol,Automatic,First,4.0,28.95,Mini,Cooper,17.44,1998.0,189.08
Pune,2015,78000,Diesel,Automatic,First,6.0,15.0,Mitsubishi,Pajero,13.5,2477.0,175.56
Jaipur,2012,72000,Diesel,Manual,First,5.0,4.25,Maruti,Swift,19.3,1248.0,73.9
Hyderabad,2006,48000,Petrol,Automatic,First,4.0,59.0,Bentley,Continental,8.6,5998.0,552.0
Pune,2013,43486,Diesel,Manual,First,7.0,6.6,Maruti,Ertiga,20.77,1248.0,88.76
Hyderabad,2007,199000,Diesel,Manual,Second,7.0,5.2,Toyota,Innova,12.8,2494.0,102.0
Chennai,2010,34000,Petrol,Manual,First,5.0,10.0,Mercedes-Benz,New,11.7,1796.0,178.0
Bangalore,2016,37944,Diesel,Automatic,First,5.0,35.0,Mercedes-Benz,New,14.84,2143.0,167.62
Mumbai,2017,30000,Diesel,Manual,First,5.0,8.75,Ford,Ecosport,22.7,1498.0,89.84
Coimbatore,2015,64005,Petrol,Manual,First,5.0,4.57,Toyota,Etios,17.71,1197.0,78.9
Delhi,2012,62000,Petrol,Manual,First,5.0,2.5,Hyundai,i10,20.36,1197.0,78.9
Chennai,2005,105000,Petrol,Manual,First,5.0,1.75,Hyundai,Santro,,999.0,
Kochi,2014,59885,Diesel,Automatic,First,5.0,20.11,Land,Rover,12.39,2179.0,147.51
Hyderabad,2011,144471,Diesel,Manual,First,8.0,7.8,Toyota,Innova,12.8,2494.0,102.0
Coimbatore,2011,63991,Petrol,Manual,First,5.0,3.61,Hyundai,i20,18.5,1197.0,80.0
Pune,2007,72000,Petrol,Manual,Second,5.0,1.11,Hyundai,Santro,17.0,1086.0,
Mumbai,2015,34895,Petrol,Automatic,First,5.0,4.6,Nissan,Micra,19.15,1198.0,75.94
Ahmedabad,2015,97003,Diesel,Automatic,First,5.0,85.0,BMW,X6,15.87,2993.0,308.43
Kolkata,2015,45000,Petrol,Automatic,First,5.0,5.25,Honda,City,16.8,1497.0,118.0
Delhi,2013,45000,Diesel,Manual,Second,5.0,3.3,Honda,Amaze,25.8,1498.0,98.6
Bangalore,2013,100000,Diesel,Manual,Second,7.0,17.75,Toyota,Fortuner,11.5,2982.0,171.0
Delhi,2016,70000,Diesel,Automatic,First,5.0,35.0,Land,Rover,12.97,2179.0,187.7
Coimbatore,2016,37023,Diesel,Manual,First,5.0,13.39,Hyundai,Creta,19.67,1582.0,126.2
Chennai,2012,81000,Diesel,Manual,First,5.0,2.5,Chevrolet,Beat,25.44,936.0,56.3
Kochi,2017,20789,Diesel,Automatic,First,7.0,18.36,Toyota,Innova,11.36,2755.0,171.5
Jaipur,2015,68310,Diesel,Manual,First,5.0,5.95,Maruti,Swift,23.4,1248.0,74.0
Mumbai,2015,47250,Diesel,Manual,Second,5.0,11.0,Hyundai,Creta,19.67,1582.0,126.2
Delhi,2014,47000,Diesel,Automatic,Second,5.0,64.75,Land,Rover,12.65,2993.0,255.0
Hyderabad,2017,128000,Diesel,Manual,First,5.0,6.3,Honda,Amaze,25.8,1498.0,98.6
Kochi,2017,17702,Petrol,Manual,First,5.0,11.94,Hyundai,Creta,15.29,1591.0,121.3
Mumbai,2014,34987,Petrol,Automatic,First,5.0,5.95,Volkswagen,Vento,18.19,1197.0,103.5
Ahmedabad,2017,37000,Diesel,Manual,First,5.0,11.0,Honda,City,26.0,1498.0,98.6
Coimbatore,2017,38271,Petrol,Manual,First,5.0,12.53,Hyundai,Creta,15.29,1591.0,121.3
Bangalore,2012,32510,Diesel,Manual,Second,5.0,3.75,Ford,Figo,20.0,1399.0,68.0
Pune,2014,88000,Diesel,Automatic,First,5.0,27.0,BMW,5,14.69,2993.0,258.0
Pune,2012,116000,Diesel,Manual,First,6.0,9.95,Mitsubishi,Pajero,10.5,2835.0,107.2
Jaipur,2013,156000,Diesel,Manual,First,5.0,4.2,Renault,Duster,19.87,1461.0,83.8
Delhi,2010,75319,Petrol,Manual,Second,5.0,2.0,Maruti,Ritz,21.1,1197.0,85.8
Kolkata,2013,28000,Petrol,Manual,First,5.0,3.25,Hyundai,Grand,18.9,1197.0,82.0
Bangalore,2017,16500,Diesel,Automatic,First,5.0,34.0,Mercedes-Benz,GLA,17.9,2143.0,136.0
Coimbatore,2016,75637,Diesel,Automatic,First,5.0,30.37,BMW,5,22.48,1995.0,190.0
Kochi,2018,32854,Petrol,Automatic,First,5.0,12.6,Hyundai,Creta,13.0,1591.0,121.3
Kochi,2019,6568,Petrol,Manual,First,5.0,5.09,Renault,KWID,25.17,799.0,53.3
Bangalore,2014,30000,Diesel,Automatic,First,5.0,24.5,Audi,A4,14.94,2967.0,241.4
Kochi,2018,17804,Diesel,Manual,Second,5.0,7.97,Maruti,Ciaz,28.09,1248.0,88.5
Delhi,2011,69768,Petrol,Manual,First,5.0,2.9,Honda,Jazz,16.0,1198.0,90.0
Kochi,2016,62404,Diesel,Automatic,First,5.0,21.33,BMW,3,22.69,1995.0,190.0
Bangalore,2012,97000,Diesel,Automatic,Second,5.0,6.5,Hyundai,Verna,19.08,1582.0,126.32
Coimbatore,2016,55687,Diesel,Manual,First,5.0,12.15,Hyundai,Creta,21.38,1396.0,88.7
Kolkata,2014,17000,Petrol,Manual,First,5.0,4.25,Volkswagen,Vento,15.04,1598.0,103.2
Coimbatore,2017,34232,Diesel,Automatic,First,5.0,35.84,BMW,3,21.76,1995.0,190.0
Chennai,2004,135000,Petrol,Automatic,Third,5.0,3.0,Honda,CR-V,14.4,1997.0,152.0
Chennai,2012,80000,Diesel,Manual,First,5.0,6.75,Renault,Duster,19.72,1461.0,108.45
Bangalore,2014,31045,Petrol,Manual,Second,5.0,5.65,Hyundai,i20,18.6,1197.0,81.83
Pune,2013,58000,Diesel,Automatic,Second,5.0,7.5,Volkswagen,Jetta,16.96,1968.0,138.03
Kochi,2018,35480,Diesel,Manual,First,5.0,13.34,Hyundai,Creta,19.67,1582.0,126.2
Hyderabad,2016,62287,Diesel,Manual,First,5.0,7.9,Maruti,Ciaz,28.09,1248.0,88.5
Coimbatore,2015,46162,Diesel,Manual,First,5.0,6.98,Hyundai,i20,22.54,1396.0,88.73
Mumbai,2014,9200,Petrol,Manual,First,5.0,5.75,Hyundai,Verna,17.01,1591.0,121.3
Kolkata,2012,55339,Diesel,Manual,First,5.0,2.65,Volkswagen,Polo,22.07,1199.0,73.9
Kolkata,2011,55476,Diesel,Manual,First,5.0,2.49,Volkswagen,Polo,22.07,1199.0,73.9
Pune,2007,68553,Petrol,Manual,Second,5.0,1.5,Maruti,SX4,15.0,1586.0,104.68
Kochi,2016,67376,Diesel,Manual,First,7.0,6.5,Honda,Mobilio,24.5,1498.0,98.6
Hyderabad,2013,42000,Diesel,Manual,First,5.0,8.0,Renault,Duster,19.64,1461.0,108.45
Coimbatore,2019,28069,Diesel,Automatic,First,7.0,30.85,Toyota,Fortuner,12.9,2755.0,174.5
Kochi,2014,93144,Diesel,Automatic,First,5.0,17.15,Volvo,XC60,14.7,1984.0,181.0
Hyderabad,2014,24300,Petrol,Automatic,First,5.0,4.55,Maruti,Celerio,23.1,998.0,67.04
Hyderabad,2015,47883,Diesel,Manual,Second,5.0,7.4,Maruti,Ciaz,26.21,1248.0,88.5
Kochi,2013,12467,Diesel,Automatic,First,5.0,25.64,Audi,Q5,12.8,1968.0,167.6
Kolkata,2013,56683,Diesel,Automatic,Second,5.0,13.5,BMW,X1,17.05,1995.0,184.0
Bangalore,2013,38000,Petrol,Manual,First,5.0,3.55,Ford,Figo,15.6,1196.0,70.0
Ahmedabad,2018,35000,Diesel,Manual,First,5.0,15.0,Hyundai,Elantra,22.7,1582.0,126.2
Pune,2007,80000,Petrol,Manual,Second,5.0,1.95,Hyundai,Verna,13.9,1599.0,103.2
Pune,2006,125000,Petrol,Manual,Second,5.0,2.3,Honda,Civic,13.5,1799.0,130.0
Chennai,2013,123000,Diesel,Manual,Second,7.0,15.0,Toyota,Fortuner,12.55,2982.0,168.5
Chennai,2012,70000,Petrol,Manual,First,5.0,3.15,Hyundai,i10,20.36,1197.0,78.9
Hyderabad,2012,87982,Diesel,Manual,First,5.0,5.0,Nissan,Sunny,21.64,1461.0,84.8
Jaipur,2013,40714,Diesel,Automatic,Second,5.0,24.75,BMW,5,18.12,1995.0,190.0
Pune,2008,83000,Diesel,Manual,Second,5.0,2.6,Chevrolet,Optra,16.52,1991.0,123.7
Ahmedabad,2011,86000,Petrol,Manual,First,5.0,3.75,Hyundai,i10,20.36,1197.0,78.9
Ahmedabad,2009,60002,Diesel,Manual,Second,5.0,4.85,Skoda,Laura,17.5,1896.0,106.0
Jaipur,2013,60000,Diesel,Automatic,First,5.0,27.0,Mercedes-Benz,E-Class,10.0,2148.0,170.0
Kolkata,2014,84677,Diesel,Manual,First,5.0,3.0,Honda,Amaze,25.8,1498.0,98.6
Delhi,2017,23000,Diesel,Automatic,First,5.0,28.75,BMW,X1,20.68,1995.0,190.0
Hyderabad,2016,81424,Diesel,Manual,First,8.0,14.49,Toyota,Innova,12.99,2494.0,100.6
Delhi,2013,36400,Diesel,Automatic,First,4.0,72.0,Porsche,Panamera,7.5,4806.0,394.3
Chennai,2012,70000,Diesel,Manual,Second,5.0,4.0,Nissan,Sunny,22.71,1461.0,84.8
Delhi,2015,40000,Diesel,Manual,Second,5.0,4.5,Maruti,Swift,26.59,1248.0,74.0
Mumbai,2019,600,Petrol,Automatic,First,5.0,6.25,Maruti,Wagon,21.5,1197.0,81.8
Pune,2015,65320,Diesel,Automatic,Second,5.0,11.5,Volkswagen,Jetta,16.96,1968.0,138.03
Pune,2009,79000,Petrol,Manual,Third,5.0,3.1,Honda,Accord,9.8,2354.0,180.0
Mumbai,2018,5000,Petrol,Manual,First,5.0,10.11,Honda,City,17.8,1497.0,117.3
Coimbatore,2019,6028,Petrol,Manual,First,5.0,11.54,Hyundai,Verna,17.01,1591.0,121.3
Delhi,2006,86000,Petrol,Manual,Second,5.0,1.0,Maruti,Wagon,18.9,998.0,67.1
Kolkata,2013,160000,Diesel,Manual,Second,5.0,2.5,Maruti,Swift,23.4,1248.0,74.0
Kochi,2011,59967,Petrol,Automatic,First,5.0,18.0,Audi,Q5,9.74,1984.0,208.0
Coimbatore,2018,43127,Diesel,Manual,First,5.0,6.85,Toyota,Etios,23.59,1364.0,67.04
Kochi,2012,65727,Petrol,Manual,First,5.0,2.97,Hyundai,i10,19.81,1086.0,68.05
Pune,2013,70000,Petrol,Manual,First,5.0,4.75,Hyundai,Verna,17.01,1591.0,121.3
Coimbatore,2018,39861,Diesel,Manual,First,5.0,7.38,Volkswagen,Polo,20.14,1498.0,88.8
Delhi,2017,16485,Diesel,Automatic,First,5.0,42.75,BMW,5,22.48,1995.0,187.74
Bangalore,2010,77332,Diesel,Manual,Second,5.0,3.65,Hyundai,i20,23.0,1396.0,90.0
Kochi,2017,17489,Petrol,Automatic,First,5.0,5.99,Hyundai,Grand,18.9,1197.0,82.0
Pune,2012,125000,Diesel,Automatic,First,7.0,13.5,Toyota,Fortuner,11.5,2982.0,169.0
Chennai,2016,35129,Petrol,Automatic,First,5.0,7.0,Maruti,Baleno,21.4,1197.0,83.1
Hyderabad,2016,22982,Petrol,Automatic,First,5.0,10.95,Hyundai,Creta,13.0,1591.0,121.3
Pune,2013,54500,Petrol,Manual,Third,5.0,2.95,Hyundai,i10,20.36,1197.0,78.9
Ahmedabad,2017,16235,Diesel,Manual,First,5.0,5.5,Tata,Tigor,24.7,1047.0,69.0
Kochi,2017,73641,Petrol,Automatic,First,5.0,17.08,Skoda,Superb,14.67,1798.0,177.46
Hyderabad,2015,59572,Diesel,Manual,First,5.0,6.85,Maruti,Swift,26.59,1248.0,74.0
Jaipur,2014,112827,Petrol,Automatic,First,5.0,10.5,Honda,CR-V,13.1,1997.0,141.1
Hyderabad,2010,118000,Diesel,Manual,First,8.0,8.75,Toyota,Innova,12.8,2494.0,102.0
Kolkata,2010,60000,Petrol,Manual,First,5.0,2.7,Honda,City,17.0,1497.0,118.0
Mumbai,2012,75059,Petrol,Automatic,First,5.0,4.25,Hyundai,Verna,17.0,1591.0,121.3
Pune,2018,3000,Diesel,Manual,First,5.0,7.9,Toyota,Etios,23.59,1364.0,67.04
Delhi,2011,78000,Petrol,Automatic,Second,5.0,4.5,Skoda,Superb,13.7,1798.0,157.75
Kolkata,2012,47000,Diesel,Manual,First,5.0,4.0,Nissan,Sunny,21.64,1461.0,84.8
Delhi,2012,42000,Petrol,Manual,First,5.0,4.75,Honda,City,17.0,1497.0,118.0
Kolkata,2018,6820,Diesel,Manual,First,5.0,7.65,Hyundai,Elite,22.54,1396.0,88.76
Kochi,2013,55176,Petrol,Manual,Second,5.0,3.47,Chevrolet,Optra,17.4,1599.0,104.0
Kochi,2016,39854,Petrol,Manual,First,5.0,5.64,Honda,Amaze,18.0,1198.0,86.7
Kolkata,2013,24000,Petrol,Manual,First,5.0,2.95,Volkswagen,Polo,16.47,1198.0,73.9
Jaipur,2016,55000,Diesel,Manual,First,5.0,5.65,Maruti,Swift,22.9,1248.0,74.0
Kochi,2012,45840,Diesel,Automatic,First,7.0,8.41,Ford,Endeavour,11.4,2953.0,153.86
Pune,2006,155000,Petrol,Manual,Third,5.0,0.85,Maruti,Baleno,15.4,1590.0,94.0
Pune,2003,125000,Petrol,Manual,Second,5.0,0.8,Maruti,Wagon,18.9,998.0,67.1
Coimbatore,2014,52951,Diesel,Manual,First,5.0,5.65,Volkswagen,Polo,20.14,1498.0,88.0
Kolkata,2013,49000,Petrol,Manual,First,5.0,4.5,Hyundai,Verna,17.1,1591.0,121.3
Ahmedabad,2015,52000,Diesel,Manual,First,5.0,6.9,Maruti,Ciaz,28.09,1248.0,88.5
Mumbai,2001,227000,Diesel,Manual,Fourth & Above,8.0,2.2,Toyota,Qualis,,2446.0,
Jaipur,2013,120005,Diesel,Manual,First,5.0,4.0,Nissan,Sunny,21.64,1461.0,84.8
Mumbai,2015,33000,Petrol,Manual,First,5.0,5.6,Skoda,Rapid,15.0,1598.0,103.52
Delhi,2016,126000,Petrol,Manual,First,7.0,2.2,Maruti,Eeco,15.1,1196.0,73.0
Bangalore,2013,66700,Petrol,Manual,First,5.0,4.0,Skoda,Rapid,15.0,1598.0,103.5
Jaipur,2014,122000,Diesel,Manual,Second,7.0,16.0,Toyota,Fortuner,12.55,2982.0,168.5
Mumbai,2016,29000,Diesel,Manual,First,5.0,12.6,Hyundai,Creta,19.67,1582.0,126.2
Kochi,2014,42315,Petrol,Manual,First,5.0,4.79,Hyundai,i20,18.5,1197.0,82.9
Mumbai,2015,22001,CNG,Manual,First,5.0,3.65,Maruti,Wagon,26.6,998.0,58.16
Kochi,2016,84580,Diesel,Manual,First,5.0,6.83,Honda,City,26.0,1498.0,98.6
Jaipur,2002,75000,Petrol,Manual,First,4.0,0.51,Maruti,800,16.1,796.0,37.0
Pune,2006,85000,Petrol,Manual,Second,5.0,0.69,Ford,Ikon,13.8,1299.0,70.0
Delhi,2015,24296,Petrol,Manual,First,5.0,4.65,Maruti,Swift,20.85,1197.0,83.14
Kolkata,2014,40000,Petrol,Manual,First,5.0,6.49,Honda,City,16.8,1497.0,116.3
Chennai,2009,64514,Diesel,Manual,First,5.0,2.9,Hyundai,Verna,16.8,1493.0,110.0
Delhi,2016,35000,Petrol,Manual,First,5.0,7.4,Hyundai,Verna,17.01,1591.0,121.3
Bangalore,2016,41000,Petrol,Manual,Second,5.0,3.25,Renault,KWID,25.17,799.0,53.3
Ahmedabad,2008,60123,Petrol,Manual,Second,5.0,1.95,Maruti,Wagon,18.9,998.0,67.1
Jaipur,2015,53000,Petrol,Manual,Second,5.0,4.0,Hyundai,Grand,18.9,1197.0,82.0
Delhi,2017,9000,Petrol,Manual,First,5.0,6.85,Hyundai,i20,18.6,1197.0,81.83
Coimbatore,2015,53497,Petrol,Manual,First,5.0,5.45,Honda,Amaze,18.0,1198.0,86.7
Hyderabad,2007,68000,Diesel,Manual,First,5.0,1.99,Ford,Fiesta,17.8,1399.0,68.0
Hyderabad,2014,65000,Diesel,Automatic,First,5.0,8.99,Hyundai,Verna,19.08,1582.0,126.32
Kolkata,2014,45155,Diesel,Manual,First,5.0,6.5,Toyota,Etios,23.59,1364.0,67.04
Coimbatore,2018,20026,Petrol,Automatic,First,5.0,9.27,Honda,Jazz,19.0,1199.0,88.7
Ahmedabad,2015,60000,Diesel,Manual,First,5.0,6.99,Hyundai,Verna,23.9,1582.0,126.2
Coimbatore,2019,15976,Diesel,Automatic,First,5.0,36.76,Mercedes-Benz,CLA,17.9,2143.0,136.0
Kochi,2017,30523,Petrol,Automatic,First,5.0,17.08,Skoda,Octavia,14.7,1798.0,177.5
Kolkata,2013,26300,Diesel,Manual,First,5.0,2.8,Chevrolet,Beat,25.44,936.0,57.6
Kolkata,2011,66000,Diesel,Manual,First,5.0,2.49,Volkswagen,Polo,22.07,1199.0,73.9
Jaipur,2016,70000,Diesel,Manual,First,5.0,8.85,Maruti,SX4,23.65,1248.0,88.5
Ahmedabad,2011,46000,Petrol,Manual,First,5.0,4.15,Honda,City,16.8,1497.0,116.3
Hyderabad,2017,28000,Diesel,Manual,First,5.0,10.0,Volkswagen,Vento,20.64,1498.0,108.5
Delhi,2017,46000,Petrol,Manual,First,5.0,4.75,Hyundai,Grand,18.9,1197.0,81.86
Jaipur,2017,33000,Petrol,Automatic,First,5.0,3.2,Renault,KWID,24.04,999.0,67.0
Kochi,2017,27718,Petrol,Manual,First,5.0,3.28,Maruti,Alto,22.74,796.0,47.3
Bangalore,2013,58000,Petrol,Manual,First,5.0,7.5,Ford,Ecosport,15.8,1499.0,110.0
Coimbatore,2018,33150,Petrol,Manual,First,5.0,7.39,Maruti,Baleno,21.4,1197.0,83.1
Pune,2013,77000,Diesel,Manual,First,5.0,3.65,Maruti,Ritz,23.2,1248.0,73.94
Chennai,2007,70000,Diesel,Automatic,First,5.0,11.0,Mercedes-Benz,E-Class,11.0,2987.0,198.5
Kolkata,2012,97000,Diesel,Manual,First,5.0,3.0,Maruti,Ritz,23.2,1248.0,73.94
Chennai,2012,75300,Diesel,Manual,Second,5.0,2.25,Chevrolet,Beat,25.44,936.0,57.6
Kochi,2010,69918,Petrol,Manual,First,5.0,2.83,Maruti,SX4,15.5,1586.0,103.3
Coimbatore,2019,4721,Petrol,Manual,First,5.0,4.11,Maruti,Omni,14.0,796.0,35.0
Kolkata,2014,39163,Diesel,Manual,First,7.0,14.7,Mitsubishi,Pajero,13.5,2477.0,178.0
Pune,2013,80000,Petrol,Automatic,First,5.0,25.0,Mercedes-Benz,S,13.0,2987.0,210.0
Bangalore,2015,66000,Diesel,Manual,First,5.0,2.35,Chevrolet,Beat,25.44,936.0,56.3
Coimbatore,2017,36154,Diesel,Manual,Second,5.0,6.41,Ford,Figo,25.83,1498.0,99.0
Ahmedabad,2012,34000,Petrol,Manual,First,5.0,5.75,Honda,City,17.4,1497.0,117.3
Chennai,2016,60000,Diesel,Automatic,Second,5.0,17.55,Mercedes-Benz,GLA,17.9,2143.0,136.0
Jaipur,2015,32000,Diesel,Manual,First,5.0,10.25,Hyundai,Creta,21.38,1396.0,88.7
Kochi,2012,79985,Diesel,Manual,First,5.0,3.16,Ford,Fiesta,17.8,1399.0,67.0
Bangalore,2014,37600,Diesel,Automatic,Second,5.0,22.5,Audi,A4,16.55,1968.0,147.51
Kochi,2015,31965,Petrol,Manual,First,5.0,3.55,Hyundai,i10,19.81,1086.0,68.05
Kochi,2010,70749,Petrol,Automatic,First,5.0,9.86,BMW,3,12.05,1995.0,154.0
Chennai,2013,38000,Diesel,Automatic,First,5.0,45.0,BMW,7,16.46,2993.0,258.0
Kochi,2017,41534,Petrol,Manual,First,5.0,7.99,Hyundai,Verna,17.01,1591.0,121.3
Jaipur,2017,54455,Diesel,Automatic,First,5.0,6.5,Volkswagen,Ameo,22.0,1498.0,108.495
Kolkata,2007,42000,Petrol,Manual,First,5.0,0.75,Chevrolet,Aveo,14.49,1399.0,92.7
Coimbatore,2018,52073,Diesel,Manual,Second,5.0,9.87,Chevrolet,Cruze,18.3,1991.0,147.9
Kochi,2018,40175,Diesel,Manual,Second,5.0,6.36,Hyundai,i20,22.54,1396.0,88.73
Mumbai,2017,16503,Petrol,Automatic,First,7.0,9.5,Honda,BRV,16.0,1497.0,117.3
Kochi,2017,15029,Petrol,Manual,First,5.0,6.05,Hyundai,Xcent,19.1,1197.0,82.0
Mumbai,2013,26200,CNG,Manual,First,5.0,2.15,Maruti,Alto,30.46,796.0,47.3
Hyderabad,2015,76362,Diesel,Manual,First,5.0,5.5,Hyundai,Grand,24.0,1120.0,70.0
Kolkata,2007,18700,Petrol,Manual,Second,5.0,1.25,Maruti,Alto,19.7,796.0,46.3
Coimbatore,2015,67585,Diesel,Manual,First,7.0,11.99,Toyota,Innova,12.99,2494.0,100.6
Mumbai,2010,57000,Petrol,Automatic,Second,5.0,2.5,Hyundai,i10,16.95,1197.0,78.9
Kochi,2019,22321,Petrol,Automatic,First,5.0,11.66,Honda,City,18.0,1497.0,117.3
Jaipur,1998,95150,Petrol,Manual,Third,5.0,0.53,Maruti,Zen,17.3,993.0,60.0
Kolkata,2015,36428,Petrol,Manual,First,5.0,3.1,Maruti,Wagon,20.51,998.0,67.04
Hyderabad,2012,73500,Diesel,Manual,Second,5.0,2.6,Ford,Figo,20.0,1399.0,68.0
Kochi,2015,47234,Petrol,Manual,First,5.0,5.09,Honda,Amaze,18.0,1198.0,86.7
Hyderabad,2008,62364,Petrol,Manual,First,5.0,2.3,Hyundai,Accent,13.2,1495.0,94.0
Pune,2012,89000,Diesel,Manual,First,5.0,6.0,Hyundai,Verna,22.32,1582.0,126.32
Ahmedabad,2013,58653,Diesel,Manual,First,5.0,4.4,Maruti,Swift,25.2,1248.0,74.0
Delhi,2013,30000,Petrol,Automatic,Second,5.0,11.0,Mercedes-Benz,B,14.8,1595.0,120.7
Coimbatore,2014,64042,Diesel,Manual,First,5.0,5.7,Chevrolet,Cruze,17.3,1998.0,163.7
Chennai,2013,120000,Diesel,Automatic,First,5.0,6.95,Skoda,Laura,20.0,1968.0,138.1
Hyderabad,2014,90000,Diesel,Manual,First,8.0,7.9,Mahindra,Scorpio,12.05,2179.0,120.0
Kochi,2018,30733,Diesel,Automatic,First,5.0,29.3,BMW,X1,20.68,1995.0,190.0
Kolkata,2009,43600,Petrol,Automatic,First,5.0,10.24,Mercedes-Benz,E-Class,10.93,3498.0,272.0
Pune,2010,71473,Petrol,Automatic,Second,5.0,5.35,Skoda,Superb,13.7,1798.0,157.75
Mumbai,2014,39000,Petrol,Automatic,Second,5.0,3.49,Honda,Brio,16.5,1198.0,86.8
Hyderabad,2009,84045,Petrol,Manual,First,5.0,2.85,Hyundai,i10,20.36,1197.0,78.9
Mumbai,2014,57004,Petrol,Manual,First,5.0,5.35,Honda,City,17.4,1497.0,117.3
Coimbatore,2012,75464,Petrol,Manual,First,5.0,3.62,Ford,Figo,15.6,1196.0,70.0
Hyderabad,2006,142000,Diesel,Manual,First,7.0,6.25,Toyota,Innova,12.8,2494.0,102.0
Kochi,2012,118683,Diesel,Manual,Second,5.0,3.19,Mahindra,Verito,21.0,1461.0,64.1
Delhi,2018,42000,Petrol,Manual,First,6.0,5.5,Mahindra,KUV,18.15,1198.0,82.0
Kochi,2019,12800,Petrol,Manual,First,5.0,7.67,Hyundai,i20,18.6,1197.0,81.83
Jaipur,2011,80000,Petrol,Manual,First,7.0,5.5,Tata,New,12.0,2092.0,127.0
Hyderabad,2014,76126,Diesel,Manual,First,5.0,6.6,Maruti,Swift,19.3,1248.0,73.9
Chennai,2017,21000,Diesel,Automatic,Second,5.0,55.0,BMW,X5,15.97,2993.0,258.0
Pune,2013,85000,Diesel,Automatic,First,5.0,21.0,Audi,A6,17.68,1968.0,174.33
Jaipur,2017,27000,Petrol,Manual,First,5.0,4.5,Maruti,Baleno,21.4,1197.0,83.1
Coimbatore,2016,45794,Diesel,Automatic,First,7.0,20.67,Hyundai,Santa,13.01,2199.0,194.3
Hyderabad,2013,57352,Diesel,Automatic,First,5.0,6.5,Chevrolet,Cruze,14.39,1998.0,163.7
Coimbatore,2018,41467,Diesel,Automatic,First,5.0,37.98,Mercedes-Benz,E-Class,15.0,2143.0,204.0
Mumbai,2009,42000,Petrol,Manual,First,5.0,1.45,Hyundai,Santro,17.92,1086.0,62.1
Delhi,2014,62549,CNG,Manual,First,5.0,2.95,Maruti,Wagon,26.6,998.0,58.16
Hyderabad,2015,67048,Diesel,Manual,First,5.0,7.9,Maruti,Ciaz,28.09,1248.0,88.5
Kochi,2018,11732,Petrol,Manual,First,5.0,10.07,Honda,City,17.4,1497.0,117.3
Mumbai,2016,37000,Diesel,Manual,First,5.0,6.5,Nissan,Terrano,20.45,1461.0,83.8
